"loyalty_number","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month"
107649,"Canada","Alberta","Calgary","T3E 2V9","Male","Bachelor",94733,"Married","Aurora",5879.18,"Standard",2012,5,0,0
229094,"Canada","Ontario","Toronto","M2M 7K8","Female","Bachelor",77841,"Married","Aurora",5887.18,"Standard",2014,2,0,0
508824,"Canada","Alberta","Edmonton","T3G 6Y6","Male","Bachelor",77841,"Married","Aurora",5887.18,"Standard",2012,5,0,0
121469,"Canada","Ontario","Toronto","P2T 6G3","Male","Bachelor",88160,"Married","Aurora",5890.53,"Standard",2013,10,5,5
456839,"Canada","British Columbia","Vancouver","V1E 4R6","Male","Bachelor",60724,"Married","Aurora",5894.91,"Standard",2015,3,0,0
912064,"Canada","Ontario","Toronto","M8Y 4K8","Female","Bachelor",71420,"Divorced","Aurora",5898.73,"Standard",2016,11,0,0
961177,"Canada","British Columbia","Dawson Creek","U5I 4F1","Female","Bachelor",71420,"Divorced","Aurora",5898.73,"Standard",2017,9,0,0
171582,"Canada","Ontario","Kingston","M9K 2P4","Male","Bachelor",72440,"Married","Aurora",5903.61,"Standard",2017,10,6,6
485845,"Canada","Saskatchewan","Regina","S6J 3G0","Female","Bachelor",97730,"Single","Aurora",5904.85,"Standard",2013,1,0,0
273179,"Canada","British Columbia","Victoria","V10 6T5","Female","Bachelor",63694,"Married","Aurora",5906.94,"Standard",2016,6,0,0
135016,"Canada","Ontario","Toronto","P1L 8X8","Male","Bachelor",95040,"Divorced","Aurora",5908.16,"Standard",2015,8,0,0
582930,"Canada","Ontario","Toronto","M2M 7K8","Female","Bachelor",63866,"Single","Aurora",5913.31,"Standard",2014,4,0,0
266541,"Canada","Ontario","London","M5B 3E4","Male","Bachelor",88633,"Married","Aurora",5918.07,"Standard",2017,9,0,0
340782,"Canada","Ontario","Toronto","P2T 6G3","Female","Bachelor",101310,"Married","Aurora",5918.33,"Standard",2017,6,0,0
904317,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",101310,"Married","Aurora",5918.33,"Standard",2015,11,7,7
556453,"Canada","Ontario","Toronto","M2M 7K8","Female","Bachelor",99347,"Married","Aurora",5923.12,"Standard",2014,10,0,0
494206,"Canada","Manitoba","Winnipeg","R3R 3T4","Female","Bachelor",57394,"Married","Nova",9935.17,"Standard",2014,5,0,0
200681,"Canada","Alberta","Calgary","T3E 2V9","Female","Bachelor",73510,"Single","Nova",9951.71,"Standard",2015,3,0,0
585420,"Canada","Ontario","Toronto","M1R 4K3","Male","Bachelor",73510,"Single","Nova",9951.71,"Standard",2017,8,0,0
353396,"Canada","Quebec","Montreal","H4G 3T4","Male","Bachelor",73970,"Married","Nova",9971.02,"Standard",2016,9,0,0
853272,"Canada","New Brunswick","Fredericton","E3B 2H2","Female","Bachelor",73970,"Married","Nova",9971.02,"Standard",2015,5,0,0
285631,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Bachelor",58446,"Single","Nova",9985.37,"Standard",2016,8,0,0
651740,"Canada","Quebec","Montreal","H2Y 2W2","Female","Bachelor",58446,"Single","Nova",9985.37,"Standard",2012,8,0,0
616500,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Doctor",225048,"Single","Nova",9986.66,"Standard",2013,12,0,0
628533,"Canada","British Columbia","Vancouver","V5R 1W3","Female","Bachelor",103759,"Married","Nova",10003.25,"Standard",2016,8,0,0
622822,"Canada","Ontario","Trenton","K8V 4B2","Male","Bachelor",80474,"Married","Nova",10010.14,"Standard",2017,11,0,0
227796,"Canada","Quebec","Quebec City","G1B 3L5","Female","Bachelor",86414,"Married","Nova",10014.03,"Standard",2014,3,0,0
536941,"Canada","Quebec","Tremblant","H5Y 2S9","Female","Bachelor",77934,"Married","Nova",10016.29,"Standard",2017,10,0,0
414584,"Canada","Ontario","Toronto","M8Y 4K8","Male","Bachelor",74490,"Married","Nova",10049.29,"Standard",2015,6,0,0
329833,"Canada","Ontario","Toronto","P2T 6G3","Female","Doctor",129347,"Single","Nova",10053.55,"Standard",2015,5,1,1
627191,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Doctor",129347,"Single","Nova",10053.55,"Standard",2016,10,6,6
495369,"Canada","Ontario","Toronto","M2M 7K8","Female","Bachelor",46863,"Married","Nova",10064.61,"Standard",2018,7,0,0
263237,"Canada","Quebec","Quebec City","G1B 3L5","Male","Master",75891,"Divorced","Nova",10083.49,"Standard",2015,1,0,0
526784,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Master",75891,"Divorced","Nova",10083.49,"Standard",2016,7,0,0
783300,"Canada","Ontario","Toronto","P1J 8T7","Female","Master",75891,"Divorced","Nova",10083.49,"Standard",2013,1,0,0
830818,"Canada","Ontario","Toronto","P5S 6R4","Female","Master",75891,"Divorced","Nova",10083.49,"Standard",2017,11,0,0
583415,"Canada","Alberta","Edmonton","T3G 6Y6","Female","Bachelor",99347,"Married","Aurora",5923.12,"Standard",2017,2,0,0
317664,"Canada","Manitoba","Winnipeg","R2C 0M5","Male","Bachelor",85879,"Married","Aurora",5923.52,"Standard",2014,7,0,0
216445,"Canada","Ontario","Toronto","P1J 8T7","Male","Master",111948,"Married","Aurora",5926.73,"Standard",2018,12,0,0
307785,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Master",111948,"Married","Aurora",5926.73,"Standard",2016,10,0,0
525866,"Canada","Quebec","Quebec City","G1B 3L5","Female","Master",111948,"Married","Aurora",5926.73,"Standard",2015,1,9,9
532333,"Canada","Quebec","Tremblant","H5Y 2S9","Male","Master",111948,"Married","Aurora",5926.73,"Standard",2013,6,0,0
155795,"Canada","British Columbia","Victoria","V10 6T5","Female","Bachelor",54455,"Married","Aurora",6889.62,"2018 Promotion",2018,4,0,0
884089,"Canada","Ontario","Toronto","M1R 4K3","Female","Master",111948,"Married","Aurora",5926.73,"Standard",2013,6,0,0
478566,"Canada","Alberta","Banff","T4V 1D4","Male","Bachelor",61565,"Married","Aurora",5928.75,"Standard",2016,7,3,3
892079,"Canada","Alberta","Edmonton","T3G 6Y6","Male","Bachelor",96116,"Divorced","Aurora",5934.74,"Standard",2013,2,0,0
971582,"Canada","Ontario","Thunder Bay","K8T 5M5","Male","Bachelor",79911,"Married","Aurora",5945.62,"Standard",2014,12,0,0
717026,"Canada","Alberta","Edmonton","T3G 6Y6","Male","Bachelor",91280,"Divorced","Aurora",5946.67,"Standard",2015,1,0,0
568953,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Bachelor",76548,"Married","Aurora",5953.21,"Standard",2014,6,0,0
968666,"Canada","Quebec","Montreal","H4G 3T4","Female","Bachelor",67757,"Married","Aurora",5956.55,"Standard",2017,10,0,0
445008,"Canada","Ontario","Toronto","M2M 6J7","Female","Bachelor",66990,"Married","Aurora",5960.58,"Standard",2013,3,11,11
123393,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Bachelor",100776,"Married","Aurora",5963.82,"Standard",2013,9,0,0
821117,"Canada","Ontario","Toronto","P1L 8X8","Female","Bachelor",67762,"Married","Nova",10097.69,"Standard",2016,2,0,0
837360,"Canada","Quebec","Montreal","H2Y 2W2","Male","Bachelor",84837,"Married","Nova",10103.65,"Standard",2016,7,0,0
119731,"Canada","Ontario","Trenton","K8V 4B2","Female","Bachelor",66055,"Single","Nova",10103.66,"Standard",2014,12,0,0
720557,"Canada","Quebec","Tremblant","H5Y 2S9","Male","Bachelor",102525,"Married","Nova",10110.96,"Standard",2016,6,0,0
319387,"Canada","Quebec","Quebec City","G1B 3L5","Female","Bachelor",86057,"Married","Nova",10114.99,"Standard",2015,12,0,0
826556,"Canada","Ontario","Ottawa","K1F 2R2","Female","Bachelor",75250,"Divorced","Nova",10130.93,"Standard",2018,10,0,0
479766,"Canada","Ontario","Ottawa","K1G 4Z0","Male","High School or Below",75590,"Married","Nova",10144.31,"Standard",2015,11,0,0
163058,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","Bachelor",64526,"Single","Nova",10145.44,"Standard",2012,5,0,0
491690,"Canada","Ontario","Toronto","P1L 8X8","Male","Bachelor",51277,"Married","Nova",2965.72,"2018 Promotion",2018,3,0,0
961978,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",64730,"Divorced","Nova",10148.42,"Standard",2014,6,0,0
299034,"Canada","Ontario","Trenton","K8V 4B2","Female","Bachelor",52947,"Single","Nova",10155.3,"Standard",2013,10,0,0
150004,"Canada","Ontario","London","M5B 3E4","Female","Bachelor",57887,"Married","Nova",10168.27,"Standard",2012,8,0,0
549562,"Canada","British Columbia","Dawson Creek","U5I 4F1","Female","Bachelor",83276,"Divorced","Nova",10171.34,"Standard",2018,1,0,0
317624,"Canada","Ontario","Toronto","M2M 7K8","Female","Master",83773,"Married","Nova",10179.72,"Standard",2014,7,0,0
529988,"Canada","Ontario","London","M5B 3E4","Female","Master",83773,"Married","Nova",10179.72,"Standard",2018,12,0,0
835764,"Canada","Ontario","Toronto","M2M 7K8","Female","Master",83773,"Married","Nova",10179.72,"Standard",2014,1,0,0
395300,"Canada","Ontario","Ottawa","K1F 2R2","Female","Bachelor",47360,"Married","Nova",10193.77,"Standard",2014,5,9,9
166677,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",57870,"Married","Nova",10208.93,"Standard",2016,12,9,9
457797,"Canada","Quebec","Tremblant","H5Y 2S9","Male","Bachelor",57870,"Married","Nova",10208.93,"Standard",2014,6,0,0
579322,"Canada","Nova Scotia","Halifax","B3C 2M8","Male","Bachelor",57870,"Married","Nova",10208.93,"Standard",2015,3,0,0
682194,"Canada","Ontario","Toronto","P1J 8T7","Male","Bachelor",57870,"Married","Nova",10208.93,"Standard",2015,7,0,0
719706,"Canada","Quebec","Montreal","H4G 3T4","Male","Bachelor",57870,"Married","Nova",10208.93,"Standard",2013,5,0,0
472807,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Bachelor",58665,"Married","Nova",10209.02,"Standard",2013,4,4,4
348056,"Canada","Ontario","Ottawa","K1F 2R2","Female","Bachelor",63910,"Married","Nova",10209.93,"Standard",2017,5,0,0
521217,"Canada","Quebec","Montreal","H2T 9K8","Male","Bachelor",100776,"Married","Aurora",5963.82,"Standard",2014,4,0,0
311363,"Canada","Quebec","Tremblant","H5Y 2S9","Female","Bachelor",103675,"Married","Aurora",5964.35,"Standard",2016,10,0,0
330988,"Canada","Alberta","Calgary","T3E 2V9","Male","Bachelor",103202,"Married","Aurora",5969.55,"Standard",2017,7,0,0
696090,"Canada","Ontario","Toronto","M1R 4K3","Female","Bachelor",103202,"Married","Aurora",5969.55,"Standard",2013,3,0,0
465260,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","Bachelor",89817,"Married","Aurora",5977.79,"Standard",2012,11,0,0
989154,"Canada","Ontario","Trenton","K8V 4B2","Female","Bachelor",89817,"Married","Aurora",5977.79,"Standard",2016,4,0,0
243726,"Canada","British Columbia","Victoria","V10 6T5","Male","Bachelor",74123,"Divorced","Aurora",5979.72,"Standard",2013,7,10,10
403463,"Canada","Saskatchewan","Regina","S1J 3C5","Male","Bachelor",74123,"Divorced","Aurora",5979.72,"Standard",2018,10,0,0
775176,"Canada","Quebec","Hull","J8Y 3Z5","Female","Bachelor",74123,"Divorced","Aurora",5979.72,"Standard",2013,10,0,0
983809,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Bachelor",50000,"Divorced","Aurora",7025.04,"2018 Promotion",2018,3,0,0
424403,"Canada","Ontario","Toronto","P1W 1K4","Male","Bachelor",96830,"Divorced","Aurora",5981.38,"Standard",2016,4,0,0
283929,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",80816,"Single","Aurora",5989.77,"Standard",2013,9,0,0
477867,"Canada","Ontario","Trenton","K8V 4B2","Female","Bachelor",80816,"Single","Aurora",5989.77,"Standard",2015,12,8,8
996896,"Canada","New Brunswick","Moncton","E1A 2A7","Male","Bachelor",80816,"Single","Aurora",5989.77,"Standard",2014,12,0,0
376367,"Canada","Ontario","Toronto","P2T 6G3","Female","Bachelor",62537,"Married","Aurora",5994.23,"Standard",2018,6,0,0
892219,"Canada","Ontario","Toronto","P2T 6G3","Female","Bachelor",86264,"Married","Aurora",5994.26,"Standard",2013,2,0,0
390434,"Canada","Ontario","Toronto","M2Z 4K1","Female","High School or Below",78937,"Married","Aurora",5995.41,"Standard",2016,9,0,0
644551,"Canada","Quebec","Montreal","H2T 2J6","Male","High School or Below",68180,"Married","Aurora",6005.03,"Standard",2012,10,0,0
836295,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Bachelor",75869,"Married","Nova",10213.99,"Standard",2016,11,7,7
608087,"Canada","British Columbia","Victoria","V10 6T5","Male","High School or Below",66205,"Married","Nova",10232.85,"Standard",2013,4,0,0
564813,"Canada","Alberta","Calgary","T3E 2V9","Male","Bachelor",75918,"Single","Nova",10272.61,"Standard",2018,5,0,0
952434,"Canada","Quebec","Montreal","H2T 9K8","Male","Bachelor",85808,"Married","Nova",10280.81,"Standard",2014,3,11,11
793328,"Canada","Ontario","London","M5B 3E4","Male","Bachelor",102401,"Married","Nova",10288.92,"Standard",2017,9,0,0
861156,"Canada","Ontario","Toronto","P2T 6G3","Female","Bachelor",79342,"Married","Nova",10298.39,"Standard",2018,12,0,0
749883,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",104906,"Married","Nova",10314.52,"Standard",2015,7,0,0
381471,"Canada","Quebec","Montreal","H2T 9K8","Female","Bachelor",81032,"Married","Nova",10339.6,"Standard",2018,12,0,0
797897,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Bachelor",81032,"Married","Nova",10339.6,"Standard",2012,8,0,0
823665,"Canada","British Columbia","Vancouver","V5R 1W3","Female","Bachelor",61822,"Divorced","Nova",10340.46,"Standard",2012,8,0,0
903209,"Canada","Ontario","Kingston","M9K 2P4","Male","Bachelor",56965,"Married","Nova",10348.01,"Standard",2016,1,0,0
949406,"Canada","Ontario","Toronto","P1J 8T7","Male","Bachelor",70495,"Married","Nova",10357.63,"Standard",2015,8,0,0
552441,"Canada","Ontario","Toronto","M2P 4F6","Female","Bachelor",60184,"Married","Nova",3059.55,"2018 Promotion",2018,3,0,0
908404,"Canada","Quebec","Montreal","H2T 2J6","Male","Bachelor",93800,"Married","Nova",10359.02,"Standard",2014,10,9,9
111286,"Canada","British Columbia","Victoria","V10 6T5","Female","Bachelor",55923,"Married","Nova",10382.38,"Standard",2013,7,0,0
432145,"Canada","Nova Scotia","Halifax","B3C 2M8","Male","Master",75548,"Divorced","Nova",10382.5,"Standard",2015,4,0,0
554155,"Canada","Ontario","Toronto","M1R 4K3","Female","Bachelor",76706,"Single","Nova",10388.55,"Standard",2017,8,0,0
473674,"Canada","Ontario","Toronto","P1J 8T7","Male","Bachelor",47715,"Divorced","Nova",3096.51,"2018 Promotion",2018,4,0,0
909106,"Canada","Ontario","Toronto","M8Y 4K8","Female","Bachelor",100322,"Married","Nova",10392.96,"Standard",2018,9,0,0
708360,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","Bachelor",48445,"Married","Nova",10394.36,"Standard",2016,2,0,0
300008,"Canada","British Columbia","Kelowna","V09 2E9","Male","Bachelor",51573,"Single","Aurora",6005.21,"Standard",2014,4,0,0
354002,"Canada","Manitoba","Winnipeg","R2C 0M5","Male","Bachelor",51573,"Single","Aurora",6005.21,"Standard",2017,2,0,0
389387,"Canada","Manitoba","Winnipeg","R2C 0M5","Male","Bachelor",51573,"Single","Aurora",6005.21,"Standard",2017,12,0,0
409768,"Canada","Ontario","Toronto","M8Y 4K8","Male","Bachelor",51573,"Single","Aurora",6005.21,"Standard",2018,8,0,0
515969,"Canada","British Columbia","Victoria","V10 6T5","Female","Bachelor",51573,"Single","Aurora",6005.21,"Standard",2012,11,0,0
595027,"Canada","Quebec","Montreal","H2Y 2W2","Female","Bachelor",51573,"Single","Aurora",6005.21,"Standard",2017,6,0,0
642102,"Canada","Ontario","Toronto","M8Y 4K8","Female","Bachelor",51573,"Single","Aurora",6005.21,"Standard",2015,8,0,0
109023,"Canada","Nova Scotia","Halifax","B3J 9S2","Female","Master",81333,"Single","Aurora",6005.85,"Standard",2015,7,0,0
199494,"Canada","Saskatchewan","Regina","S6J 3G0","Female","Master",81333,"Single","Aurora",6005.85,"Standard",2018,10,0,0
271987,"Canada","Saskatchewan","Regina","S1J 3C5","Female","Master",81333,"Single","Aurora",6005.85,"Standard",2015,5,1,1
351753,"Canada","Ontario","Toronto","P1L 8X8","Female","Master",81333,"Single","Aurora",6005.85,"Standard",2017,12,0,0
408347,"Canada","British Columbia","Victoria","V10 6T5","Male","Master",81333,"Single","Aurora",6005.85,"Standard",2018,7,0,0
735770,"Canada","Ontario","Sudbury","M5V 1G5","Female","Bachelor",94479,"Married","Aurora",6006.21,"Standard",2017,8,0,0
369141,"Canada","Ontario","Trenton","K8V 4B2","Male","Bachelor",60797,"Divorced","Aurora",6006.44,"Standard",2012,9,0,0
229636,"Canada","Quebec","Tremblant","H5Y 2S9","Male","Bachelor",82147,"Single","Aurora",6019.93,"Standard",2012,12,0,0
488268,"Canada","Ontario","Trenton","K8V 4B2","Female","Bachelor",68157,"Single","Aurora",6031.52,"Standard",2014,7,0,0
395887,"Canada","Newfoundland","St. John's","A1C 6H9","Male","Bachelor",92202,"Single","Aurora",6045.63,"Standard",2015,8,0,0
348448,"Canada","Nova Scotia","Halifax","B3J 9S2","Male","Bachelor",46831,"Married","Aurora",6047.03,"Standard",2013,9,0,0
577232,"Canada","Saskatchewan","Regina","S1J 3C5","Male","Bachelor",46831,"Married","Aurora",6047.03,"Standard",2014,11,10,10
736004,"Canada","Ontario","Toronto","M1R 4K3","Male","Bachelor",46831,"Married","Aurora",6047.03,"Standard",2018,5,0,0
878568,"Canada","Quebec","Hull","J8Y 3Z5","Male","Bachelor",46831,"Married","Aurora",6047.03,"Standard",2012,12,0,0
705496,"Canada","Ontario","Trenton","K8V 4B2","Female","Bachelor",55564,"Divorced","Aurora",6052,"Standard",2014,1,0,0
772395,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","Bachelor",55564,"Divorced","Aurora",6052,"Standard",2018,1,0,0
889023,"Canada","Ontario","Toronto","P1J 8T7","Female","Master",102782,"Divorced","Nova",10408.97,"Standard",2018,7,0,0
326803,"Canada","Ontario","Toronto","P1L 8X8","Female","Doctor",274242,"Married","Nova",10418.31,"Standard",2012,11,0,0
182785,"Canada","British Columbia","West Vancouver","V6V 8Z3","Male","Bachelor",70208,"Married","Nova",10426.09,"Standard",2015,7,0,0
183456,"Canada","British Columbia","Dawson Creek","U5I 4F1","Female","High School or Below",69091,"Married","Nova",10436.57,"Standard",2018,5,0,0
799148,"Canada","Ontario","Toronto","M8Y 4K8","Female","High School or Below",69091,"Married","Nova",10436.57,"Standard",2017,9,0,0
821462,"Canada","Ontario","Sudbury","M5V 1G5","Female","Bachelor",85766,"Divorced","Nova",10453.26,"Standard",2017,7,0,0
738253,"Canada","Alberta","Edmonton","T9G 1W3","Male","Bachelor",60519,"Married","Nova",10481.94,"Standard",2018,11,0,0
864084,"Canada","Ontario","Toronto","M2M 7K8","Male","Bachelor",60519,"Married","Nova",10481.94,"Standard",2015,4,0,0
841674,"Canada","Ontario","Toronto","M1R 4K3","Female","Bachelor",33449,"Divorced","Nova",3096.51,"2018 Promotion",2018,3,11,11
471706,"Canada","Ontario","Trenton","K8V 4B2","Female","Bachelor",76622,"Divorced","Nova",10484.92,"Standard",2018,11,0,0
584737,"Canada","Ontario","Toronto","M8Y 4K8","Female","Bachelor",76622,"Divorced","Nova",10484.92,"Standard",2018,6,0,0
153987,"Canada","Quebec","Montreal","H2Y 2W2","Male","Master",126642,"Married","Aurora",6057.07,"Standard",2017,12,0,0
444904,"Canada","British Columbia","West Vancouver","V6V 8Z3","Female","Master",126642,"Married","Aurora",6057.07,"Standard",2014,9,5,5
759223,"Canada","Quebec","Tremblant","H5Y 2S9","Male","Master",126642,"Married","Aurora",6057.07,"Standard",2017,10,0,0
793178,"Canada","Manitoba","Winnipeg","R2C 0M5","Male","Master",126642,"Married","Aurora",6057.07,"Standard",2013,1,0,0
114493,"Canada","Ontario","Toronto","P5S 6R4","Female","Bachelor",47036,"Single","Aurora",6063.2,"Standard",2016,4,0,0
896592,"Canada","Quebec","Montreal","H2T 2J6","Female","Master",77085,"Divorced","Aurora",6071.91,"Standard",2018,12,0,0
873415,"Canada","British Columbia","Vancouver","V6E 3D9","Male","High School or Below",64100,"Single","Aurora",6089.52,"Standard",2012,7,0,0
804259,"Canada","Ontario","Toronto","P1W 1K4","Female","Bachelor",79655,"Divorced","Aurora",6091.9,"Standard",2013,8,0,0
906346,"Canada","British Columbia","Vancouver","V5R 1W3","Female","Bachelor",79655,"Divorced","Aurora",6091.9,"Standard",2016,5,0,0
212230,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","Bachelor",63225,"Married","Aurora",6102.31,"Standard",2013,12,0,0
485280,"Canada","Ontario","Toronto","P5S 6R4","Female","Bachelor",93975,"Married","Aurora",6104.72,"Standard",2017,8,0,0
818454,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",93975,"Married","Aurora",6104.72,"Standard",2017,10,0,0
593868,"Canada","Ontario","Ottawa","K1G 4Z0","Male","Bachelor",75983,"Married","Aurora",6106.47,"Standard",2016,7,0,0
792915,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",76622,"Divorced","Nova",10484.92,"Standard",2016,11,0,0
959402,"Canada","Ontario","Trenton","K8V 4B2","Male","Bachelor",76622,"Divorced","Nova",10484.92,"Standard",2016,8,0,0
482169,"Canada","British Columbia","Dawson Creek","U5I 4F1","Male","Bachelor",54340,"Married","Nova",10487.74,"Standard",2014,6,0,0
491986,"Canada","Quebec","Montreal","H4G 3T4","Male","Bachelor",84810,"Married","Nova",10492.97,"Standard",2017,1,0,0
788325,"Canada","Quebec","Montreal","H2T 2J6","Female","Bachelor",54117,"Married","Nova",10498.93,"Standard",2017,2,0,0
920175,"Canada","British Columbia","West Vancouver","V6V 8Z3","Female","Bachelor",54117,"Married","Nova",10498.93,"Standard",2017,2,0,0
442192,"Canada","British Columbia","Vancouver","V6E 3D9","Male","High School or Below",60293,"Married","Nova",10507.69,"Standard",2013,3,0,0
812248,"Canada","Ontario","Toronto","P1J 8T7","Female","Bachelor",66084,"Married","Nova",10517.16,"Standard",2017,2,0,0
833233,"Canada","New Brunswick","Moncton","E1A 2A7","Female","Bachelor",69183,"Single","Nova",10551.15,"Standard",2015,8,0,0
744204,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",66856,"Married","Nova",10552.17,"Standard",2014,11,0,0
311346,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Bachelor",52765,"Married","Nova",10552.43,"Standard",2016,1,0,0
525740,"Canada","Quebec","Montreal","H2T 9K8","Female","Bachelor",52765,"Married","Nova",10552.43,"Standard",2014,10,0,0
492011,"Canada","Ontario","London","M5B 3E4","Male","Bachelor",65403,"Married","Nova",10569.63,"Standard",2018,5,0,0
442418,"Canada","Ontario","Toronto","P1J 8T7","Female","Bachelor",46672,"Married","Nova",10598.54,"Standard",2017,11,0,0
127350,"Canada","Ontario","London","M5B 3E4","Male","High School or Below",51775,"Divorced","Nova",10614.64,"Standard",2014,4,0,0
212128,"Canada","Ontario","Toronto","P2T 6G3","Male","Bachelor",-49001,"Married","Nova",3130.68,"2018 Promotion",2018,2,0,0
264409,"Canada","Ontario","Ottawa","K1G 4Z0","Male","Bachelor",22425,"Married","Nova",3240.67,"2018 Promotion",2018,2,0,0
302874,"Canada","Quebec","Montreal","H2T 2J6","Male","Bachelor",98404,"Married","Nova",10628.06,"Standard",2012,12,0,0
121930,"Canada","British Columbia","Dawson Creek","U5I 4F1","Male","Bachelor",58612,"Married","Nova",10629.22,"Standard",2018,10,0,0
199652,"Canada","Saskatchewan","Regina","S1J 3C5","Female","Bachelor",73322,"Married","Nova",10629.34,"Standard",2014,4,0,0
661469,"Canada","Nova Scotia","Halifax","B3J 9S2","Male","Bachelor",73322,"Married","Nova",10629.34,"Standard",2017,2,0,0
787276,"Canada","Newfoundland","St. John's","A1C 6H9","Male","Bachelor",90480,"Married","Nova",10633.5,"Standard",2016,9,0,0
172532,"Canada","Alberta","Peace River","T9O 2W2","Female","Bachelor",84988,"Married","Nova",10656.88,"Standard",2018,7,0,0
281737,"Canada","Ontario","Toronto","M2Z 4K1","Male","Bachelor",53927,"Married","Nova",3331.45,"2018 Promotion",2018,2,10,10
324248,"Canada","British Columbia","Victoria","V10 6T5","Female","Bachelor",84988,"Married","Nova",10656.88,"Standard",2013,8,0,0
649918,"Canada","Ontario","Toronto","M2M 7K8","Female","Bachelor",84988,"Married","Nova",10656.88,"Standard",2018,6,0,0
773364,"Canada","British Columbia","West Vancouver","V6V 8Z3","Male","Bachelor",84988,"Married","Nova",10656.88,"Standard",2013,12,0,0
817932,"Canada","Ontario","Toronto","M1R 4K3","Female","Bachelor",84988,"Married","Nova",10656.88,"Standard",2013,3,0,0
472933,"Canada","New Brunswick","Fredericton","E3B 2H2","Female","Bachelor",76281,"Married","Nova",10660.9,"Standard",2014,1,0,0
136230,"Canada","British Columbia","Whistler","V6T 1Y8","Male","High School or Below",53081,"Married","Aurora",6106.94,"Standard",2018,7,0,0
749441,"Canada","Quebec","Montreal","H2T 9K8","Female","High School or Below",53081,"Married","Aurora",6106.94,"Standard",2014,12,0,0
392582,"Canada","Ontario","Toronto","M1R 4K3","Male","Bachelor",78185,"Married","Aurora",6112.76,"Standard",2015,5,0,0
458773,"Canada","Alberta","Calgary","T3E 2V9","Female","Bachelor",78185,"Married","Aurora",6112.76,"Standard",2012,10,0,0
567865,"Canada","Quebec","Montreal","H2Y 2W2","Female","High School or Below",68380,"Married","Aurora",6120.19,"Standard",2017,10,0,0
292049,"Canada","Quebec","Montreal","H2T 2J6","Female","Bachelor",76645,"Married","Aurora",6126.57,"Standard",2013,7,0,0
606811,"Canada","Ontario","Toronto","P1J 8T7","Female","Bachelor",98334,"Married","Aurora",6131.66,"Standard",2012,5,0,0
444202,"Canada","Quebec","Quebec City","G1B 3L5","Male","Bachelor",64012,"Divorced","Aurora",6134.39,"Standard",2018,9,0,0
353486,"Canada","Nova Scotia","Halifax","B3J 9S2","Male","Bachelor",56868,"Married","Aurora",6140.24,"Standard",2012,7,0,0
952393,"Canada","Saskatchewan","Regina","S1J 3C5","Male","Bachelor",56868,"Married","Aurora",6140.24,"Standard",2018,6,0,0
729677,"Canada","Ontario","Sudbury","M5V 1G5","Female","Doctor",223427,"Married","Aurora",6153.39,"Standard",2015,10,0,0
238063,"Canada","New Brunswick","Moncton","E1A 2A7","Male","Bachelor",103368,"Married","Aurora",6159.01,"Standard",2012,6,0,0
853826,"Canada","Saskatchewan","Regina","S6J 3G0","Male","Bachelor",102878,"Single","Aurora",6161,"Standard",2016,8,0,0
864967,"Canada","Ontario","Kingston","M9K 2P4","Female","Bachelor",102878,"Single","Aurora",6161,"Standard",2017,6,0,0
727072,"Canada","Quebec","Montreal","H4G 3T4","Female","Bachelor",76281,"Married","Nova",10660.9,"Standard",2013,9,10,10
415201,"Canada","Manitoba","Winnipeg","R2C 0M5","Male","Bachelor",77574,"Divorced","Nova",10662.63,"Standard",2018,1,0,0
311841,"Canada","Ontario","Toronto","P1L 8X8","Male","Bachelor",70664,"Married","Nova",10682.76,"Standard",2018,1,0,0
592431,"Canada","British Columbia","Dawson Creek","U5I 4F1","Male","Bachelor",87017,"Married","Nova",10700.5,"Standard",2014,4,0,0
